scorer,DLC_resnet_50_ictestemar12shuffle1_566500,DLC_resnet_50_ictestemar12shuffle1_566500,DLC_resnet_50_ictestemar12shuffle1_566500
bodyparts,pcaneta,pcaneta,pcaneta
coords,x,y,likelihood
0,90.06759643554688,326.4627685546875,0.9999985694885254
1,92.38832092285156,321.9785461425781,0.999998927116394
2,91.75886535644531,315.6082763671875,0.9999845027923584
3,99.32341766357422,310.0367431640625,0.9999993443489075
4,102.3587875366211,303.1247253417969,0.9999962449073792
5,110.89117431640625,297.33233642578125,0.999998927116394
6,114.1412582397461,290.5819091796875,0.9999997019767761
7,117.89934539794922,283.9243469238281,0.9999996423721313
8,124.69454193115234,277.69287109375,0.9999992251396179
9,130.10643005371094,272.8823547363281,0.9999998807907104
10,131.83033752441406,267.1484069824219,0.9999996423721313
11,136.18768310546875,261.2240295410156,0.9999984502792358
12,140.36146545410156,257.1794128417969,0.9999996423721313
13,142.71316528320312,251.7028350830078,0.9999979734420776
14,148.21267700195312,245.22996520996094,0.9999998807907104
15,153.385498046875,240.49363708496094,0.9999995231628418
16,154.58328247070312,234.1202850341797,0.9999955892562866
17,160.9559783935547,229.4024658203125,0.9999995827674866
18,165.72738647460938,223.96453857421875,0.9999999403953552
19,167.99124145507812,218.8297576904297,0.9999998807907104
20,173.94363403320312,213.6631622314453,0.9999998807907104
21,178.92088317871094,208.1187286376953,0.9999998807907104
22,181.57493591308594,202.8607635498047,0.9999999403953552
23,187.30612182617188,198.12237548828125,0.9999997615814209
24,191.64993286132812,194.32618713378906,0.9999997615814209
25,193.91847229003906,189.50180053710938,0.999998927116394
26,197.06216430664062,185.2354278564453,0.9999992847442627
27,199.63589477539062,179.80921936035156,0.9999994039535522
28,202.38294982910156,176.92347717285156,0.9999979734420776
29,203.271728515625,171.41697692871094,0.9999529719352722
30,208.74771118164062,169.30319213867188,0.9999960064888
31,208.93617248535156,169.05247497558594,0.9999943971633911
32,208.0572967529297,170.16543579101562,0.9999775886535645
33,208.0166473388672,172.41648864746094,0.9999773502349854
34,209.5006103515625,173.8848114013672,0.9999637603759766
35,209.19032287597656,175.79681396484375,0.9999727606773376
36,210.2926483154297,178.4406280517578,0.999999463558197
37,209.68450927734375,180.0950164794922,0.9999997019767761
38,209.89218139648438,182.57394409179688,0.9999973773956299
39,212.0257568359375,185.4723358154297,0.9999992847442627
40,212.8570098876953,189.47854614257812,0.9999963045120239
41,214.23680114746094,193.05433654785156,0.9999993443489075
42,215.32411193847656,196.14842224121094,0.9999995231628418
43,217.8053741455078,201.55299377441406,0.9999985694885254
44,219.8278045654297,207.67868041992188,0.9999992847442627
45,222.60311889648438,214.33299255371094,0.9999996423721313
46,225.49929809570312,219.85108947753906,0.9999994039535522
47,229.89797973632812,225.3237762451172,0.9999998807907104
48,233.70265197753906,232.02243041992188,0.999998927116394
49,240.01382446289062,239.5738525390625,0.9999983906745911
50,241.61553955078125,247.82566833496094,0.9999984502792358
51,246.85987854003906,255.29469299316406,0.9999982118606567
52,252.1800079345703,264.1243591308594,0.999995768070221
53,258.5399169921875,272.6277160644531,0.9999950528144836
54,262.8268127441406,281.59033203125,0.9999904036521912
55,267.6308288574219,290.6224365234375,0.999857485294342
56,274.01507568359375,298.6086730957031,0.9998176693916321
57,279.0809020996094,304.3851318359375,0.999774694442749
58,283.4280090332031,312.01544189453125,0.9996780157089233
59,288.8348388671875,320.4724426269531,0.9990244507789612
60,290.23284912109375,329.0870056152344,0.9984486103057861
61,292.8062744140625,336.25189208984375,0.9897934198379517
62,303.35888671875,346.5495300292969,0.9593350291252136
63,305.1822204589844,354.2104187011719,0.6857461929321289
64,305.8016052246094,362.02288818359375,0.9997317790985107
65,307.98944091796875,365.97149658203125,0.9928227066993713
66,307.0669250488281,371.6561279296875,0.5770300030708313
67,308.8984680175781,378.2266540527344,0.9950389862060547
68,306.4276123046875,378.7144470214844,0.9978358745574951
69,306.85467529296875,379.5118103027344,0.9984012842178345
70,307.44097900390625,380.26861572265625,0.9987839460372925
71,307.2418518066406,380.5763244628906,0.9990097880363464
72,306.5042419433594,380.8894348144531,0.9966787695884705
73,303.7443542480469,380.8280029296875,0.9916006326675415
74,295.18896484375,379.5068054199219,0.9945182800292969
75,291.34039306640625,378.77081298828125,0.9966928958892822
76,289.30133056640625,379.2955627441406,0.9991635084152222
77,277.42352294921875,378.6420593261719,0.9969661235809326
78,272.9032287597656,378.85845947265625,0.9999070167541504
79,261.0546875,377.6833801269531,0.9995266199111938
80,256.5152893066406,377.2290954589844,0.9999828934669495
81,244.5979461669922,374.3938903808594,0.9998949766159058
82,240.1923828125,375.6689453125,0.9986423254013062
83,225.44078063964844,372.22821044921875,0.9979372024536133
84,210.09072875976562,369.6184387207031,0.9994463324546814
85,199.3032684326172,366.3579406738281,0.9999839663505554
86,192.879150390625,367.3076477050781,0.9999898672103882
87,180.68519592285156,364.5664367675781,0.9999985694885254
88,168.9088897705078,363.4370422363281,0.9999892711639404
89,160.2035369873047,362.8174743652344,0.9999976754188538
90,149.59970092773438,362.9371032714844,0.9999995231628418
91,143.48574829101562,363.0870666503906,0.9999958276748657
92,133.9795379638672,363.34783935546875,0.9999986886978149
93,128.30674743652344,363.0772705078125,0.9999967813491821
94,119.77775573730469,364.6462707519531,0.9999787211418152
95,115.00193786621094,364.7076110839844,0.9999960660934448
96,106.0256118774414,366.72259521484375,0.9993641376495361
97,104.05110931396484,366.6831359863281,0.9999178051948547
98,100.52074432373047,367.1009216308594,0.9999873042106628
99,100.11991119384766,369.0155334472656,0.9999760985374451
100,97.03629302978516,369.608154296875,0.9999231100082397
101,95.86677551269531,370.0155944824219,0.9995285272598267
102,91.12176513671875,370.07080078125,0.999435305595398
103,90.85177612304688,370.1735534667969,0.9986727237701416
104,90.69981384277344,370.72015380859375,0.9991332292556763
105,91.06716918945312,370.7759704589844,0.9994593262672424
106,95.29513549804688,370.80462646484375,0.9998527765274048
107,95.80253601074219,370.569580078125,0.999901533126831
108,96.2680435180664,370.5997619628906,0.9999657273292542
109,96.7237548828125,370.6478271484375,0.9999783039093018
110,96.97431182861328,370.4547119140625,0.9999721050262451
111,97.17152404785156,370.3363952636719,0.9999688267707825
112,97.14012908935547,370.31939697265625,0.9999743103981018
113,97.45478820800781,370.1363220214844,0.9999793171882629
114,97.57078552246094,369.88983154296875,0.9999677538871765
115,98.21031188964844,369.8156433105469,0.9999540448188782
116,99.0555419921875,369.818359375,0.9999632835388184
117,99.18623352050781,369.4312744140625,0.999934196472168
118,98.76595306396484,367.76287841796875,0.9998882412910461
119,98.4628677368164,367.2989501953125,0.9999292492866516
120,97.35070037841797,366.0782165527344,0.9999644756317139
121,98.77532196044922,363.6984558105469,0.9999980926513672
122,101.4472427368164,360.67706298828125,0.9999897480010986
123,99.72686767578125,355.77801513671875,0.999997615814209
124,103.29399871826172,350.34771728515625,0.9999961853027344
125,111.13622283935547,344.6197814941406,0.9999966621398926
126,113.59939575195312,336.68756103515625,0.9999996423721313
127,117.40426635742188,328.3105773925781,0.9999949932098389
128,120.18855285644531,319.15716552734375,0.9999971389770508
129,127.47193908691406,312.4176025390625,0.9999988079071045
130,130.2015838623047,304.8174133300781,0.9999997019767761
131,132.65440368652344,298.146728515625,0.999999463558197
132,137.5285186767578,289.6116943359375,0.9999805688858032
133,143.00347900390625,282.5631103515625,0.9999980926513672
134,147.8079071044922,275.69488525390625,0.9999837875366211
135,152.63516235351562,268.9527893066406,0.9999949932098389
136,161.64637756347656,262.8429260253906,0.9999997615814209
137,165.19552612304688,255.10821533203125,0.9999979734420776
138,167.755126953125,248.325439453125,0.9999983906745911
139,175.2161865234375,242.32659912109375,0.9999984502792358
140,175.41612243652344,235.1715087890625,0.9999982714653015
141,179.84877014160156,229.24009704589844,0.9999996423721313
142,182.79212951660156,224.11611938476562,0.9999995231628418
143,185.49305725097656,219.2704315185547,0.9999978542327881
144,191.61666870117188,215.35353088378906,0.9999995231628418
145,194.0712432861328,210.22067260742188,0.9999998211860657
146,197.69052124023438,206.2404022216797,0.9999995827674866
147,197.5216064453125,202.26943969726562,0.9999996423721313
148,199.5968780517578,198.69247436523438,0.9999988079071045
149,203.13002014160156,196.5260772705078,0.9999995231628418
150,205.19239807128906,195.25782775878906,0.9999994039535522
151,207.3601531982422,194.1153564453125,0.9999991655349731
152,209.11306762695312,193.54354858398438,0.9999993443489075
153,209.76356506347656,193.0596466064453,0.999999463558197
154,209.9454803466797,193.2168731689453,0.9999995827674866
155,210.2385711669922,193.34288024902344,0.999999463558197
156,210.680419921875,193.6206817626953,0.9999992847442627
157,210.98692321777344,193.94412231445312,0.999999463558197
158,211.62750244140625,194.2562713623047,0.9999995231628418
159,212.4767303466797,194.97918701171875,0.9999989867210388
160,213.00567626953125,195.97703552246094,0.999998927116394
161,213.10035705566406,196.97418212890625,0.9999985098838806
162,213.99481201171875,198.2860565185547,0.9999986886978149
163,215.286865234375,200.4217529296875,0.9999990463256836
164,216.76934814453125,202.06858825683594,0.9999986886978149
165,217.32688903808594,204.7799530029297,0.9999938607215881
166,220.51443481445312,207.39031982421875,0.9999990463256836
167,223.89306640625,210.94720458984375,0.9999994039535522
168,226.2889404296875,215.4325408935547,0.9999995231628418
169,230.31161499023438,220.5433807373047,0.9999994039535522
170,234.3585662841797,224.7427215576172,0.9999972581863403
171,237.783447265625,230.23768615722656,0.9999987483024597
172,241.1584930419922,235.4598846435547,0.9999961256980896
173,243.88160705566406,241.8587188720703,0.9999984502792358
174,245.32386779785156,249.3941192626953,0.9999914169311523
175,247.74903869628906,255.2097625732422,0.9999045133590698
176,252.1975860595703,264.14154052734375,0.9999747276306152
177,258.2933044433594,271.3704528808594,0.9999127388000488
178,260.707763671875,278.8444519042969,0.9999554753303528
179,261.7350158691406,283.8485412597656,0.9998922348022461
180,265.7844543457031,290.22467041015625,0.9955710172653198
181,272.61407470703125,297.36248779296875,0.9999328851699829
182,274.2115783691406,300.67431640625,0.9998897910118103
183,274.8636169433594,306.2655334472656,0.992255449295044
184,274.7546691894531,313.37689208984375,0.9997265338897705
185,276.0288391113281,316.6486511230469,0.9995607137680054
186,275.21453857421875,318.31695556640625,0.9974522590637207
187,290.47967529296875,325.7861633300781,0.9854767322540283
188,289.44134521484375,330.07659912109375,0.9995266199111938
189,290.1318359375,332.5961608886719,0.9995003938674927
190,285.20208740234375,336.9762878417969,0.9955525398254395
191,304.2763671875,346.3756408691406,0.992134690284729
192,289.5849304199219,345.7907409667969,0.9982197880744934
193,289.7233581542969,348.4286193847656,0.9990935325622559
194,282.87030029296875,351.576171875,0.9968000650405884
195,278.1834716796875,354.2486572265625,0.9978799819946289
196,276.9114990234375,356.5387878417969,0.9955348968505859
197,276.3655700683594,357.1412048339844,0.9980392456054688
198,276.1880187988281,357.2521667480469,0.9970887899398804
199,275.6588134765625,356.91656494140625,0.9971990585327148
200,275.03533935546875,356.34869384765625,0.9977700710296631
201,274.8298034667969,356.27935791015625,0.9975219368934631
202,273.9797668457031,355.5972595214844,0.9992482662200928
203,273.326416015625,355.5916442871094,0.9993939995765686
204,272.8089904785156,355.6570739746094,0.9981451630592346
205,271.51654052734375,355.5035095214844,0.9975957870483398
206,261.3341979980469,354.35650634765625,0.9993853569030762
207,258.1814880371094,353.9681396484375,0.999966025352478
208,251.15191650390625,352.75604248046875,0.9999163150787354
209,245.04519653320312,353.42315673828125,0.9999738931655884
210,239.8258056640625,353.8463134765625,0.9999457001686096
211,228.33912658691406,350.66046142578125,0.9999568462371826
212,216.7036590576172,349.2997741699219,0.9998983144760132
213,209.7957763671875,349.135009765625,0.9999781250953674
214,196.98272705078125,347.66082763671875,0.9999990463256836
215,191.83570861816406,347.61492919921875,0.9999986290931702
216,180.37692260742188,345.6749572753906,0.999998927116394
217,177.43128967285156,345.72027587890625,0.9999982118606567
218,174.64952087402344,345.8296813964844,0.9998624324798584
219,163.40428161621094,344.285888671875,0.999933123588562
220,149.1504364013672,339.1600341796875,0.9999963045120239
221,144.73626708984375,338.5793762207031,0.9999986290931702
222,143.12936401367188,336.41058349609375,0.9999829530715942
223,130.14938354492188,332.5675048828125,0.9999968409538269
224,126.18928527832031,332.8880310058594,0.9999804496765137
225,117.691650390625,331.3689880371094,0.9999990463256836
226,114.39143371582031,331.3420104980469,0.999998927116394
227,111.457275390625,330.95819091796875,0.9999977350234985
228,103.74398040771484,330.4859619140625,0.9999992847442627
229,100.2152099609375,331.6126403808594,0.9999991655349731
230,96.85865783691406,332.3616027832031,0.9999971389770508
231,95.53065490722656,333.0989990234375,0.9999895095825195
232,91.28874969482422,333.1075134277344,0.9999905824661255
233,91.90606689453125,333.7969970703125,0.999989926815033
234,97.15425109863281,335.1609191894531,0.99997878074646
235,97.74291229248047,335.0456237792969,0.9999847412109375
236,97.50821685791016,334.8683166503906,0.9999769926071167
237,97.77954864501953,334.67413330078125,0.9999814033508301
238,98.2542724609375,334.26678466796875,0.9999896287918091
239,97.9603271484375,333.7644958496094,0.9999944567680359
240,97.44853210449219,333.28009033203125,0.9999958276748657
241,97.00720977783203,332.42388916015625,0.9999969005584717
242,97.03260803222656,331.7722473144531,0.999998152256012
243,97.33013153076172,331.4398498535156,0.9999986886978149
244,97.62874603271484,331.1971740722656,0.999998927116394
245,98.15264892578125,331.05706787109375,0.9999991655349731
246,98.4975357055664,330.81121826171875,0.9999989867210388
247,99.32315826416016,330.7613525390625,0.9999983906745911
248,99.86067962646484,330.6537170410156,0.9999984502792358
249,100.67435455322266,330.4426574707031,0.999998927116394
